last_name, first_name,player_id,year,player_age,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,r_total_stolen_base,b_game,b_hit_by_pitch,r_run,r_stolen_base_2b,r_stolen_base_3b,r_stolen_base_pct,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,sprint_speed,
Longoria, Evan,446334,2017,32,613,677,160,102,36,2,20,109,46,16.1,6.8,.261,.424,.313,.737,86,6,156,6,71,4,2,,.249,.411,.312,.310,.306,.161,86.7,12.7,32.4,5.2,43.8,21.5,24.2,10.5,27.1,
Cozart, Zack,446359,2017,32,438,507,130,75,24,7,24,78,62,15.4,12.2,.297,.548,.385,.933,63,3,122,3,80,3,0,,.254,.398,.392,.329,.348,.144,85.8,14.8,35.7,4.4,38.7,27.5,26.1,7.7,25.9,
Reynolds, Mark,448602,2017,34,520,593,139,86,22,1,30,175,69,29.5,11.6,.267,.487,.352,.839,97,2,148,1,82,1,1,,.223,.419,.357,.318,.314,.196,87.2,11.8,36.5,8.3,42.5,23.9,26.4,7.2,24.5,
Davis, Chris,448801,2017,31,456,524,98,56,15,1,26,195,61,37.2,11.6,.215,.423,.309,.732,61,1,128,3,65,1,0,,.223,.446,.312,.326,.319,.223,90,15,40.4,12.5,37.7,28.3,29.1,4.9,25.1,
Headley, Chase,452104,2017,33,512,586,140,97,30,1,12,132,60,22.5,10.2,.273,.406,.352,.758,61,9,147,6,77,9,0,,.248,.384,.329,.314,.331,.136,87.3,11.6,36.6,4.6,45.4,22.4,27.8,4.4,25.3,
Pence, Hunter,452254,2017,34,493,539,128,97,13,5,13,102,40,18.9,7.4,.260,.385,.315,.701,67,2,134,2,55,2,0,,.254,.422,.303,.317,.312,.168,89,4.2,25.3,5.8,57.5,20.5,17,5.1,28.6,
Span, Denard,452655,2017,33,497,542,135,87,31,5,12,69,40,12.7,7.4,.272,.427,.328,.755,43,12,129,3,73,9,3,,.279,.404,.325,.324,.336,.125,85.3,11,34.2,3.3,45.8,16.7,29.5,7.9,27.5,
Cabrera, Asdrubal,452678,2017,32,479,540,134,88,32,0,14,83,50,15.4,9.3,.280,.434,.350,.784,59,3,135,5,66,2,1,,.262,.427,.338,.329,.336,.165,87.2,12,37.6,4.7,45.3,24.6,24.1,6,25.2,
Blackmon, Charlie,453568,2017,31,644,725,213,127,35,14,37,135,65,18.6,9.0,.331,.601,.397,.998,104,14,159,10,137,12,2,,.288,.514,.415,.369,.362,.226,87.3,13.4,38.1,8.7,41.6,26,27,5.4,28.2,
Frazier, Todd,453943,2017,31,474,576,101,54,19,1,27,125,83,21.7,14.4,.213,.428,.344,.772,76,4,147,14,74,4,0,,.229,.443,.335,.349,.358,.214,87.5,20.2,32.2,9.3,34.2,26.6,23.2,16.1,26.6,
Markakis, Nick,455976,2017,34,593,670,163,115,39,1,8,110,68,16.4,10.1,.275,.384,.354,.738,76,0,160,6,76,0,0,,.267,.379,.321,.317,.347,.112,88.3,8.8,34,3.3,49.4,17.7,28,4.9,25.9,
Cain, Lorenzo,456715,2017,31,584,645,175,128,27,5,15,100,54,15.5,8.4,.300,.440,.363,.803,49,26,155,5,86,21,5,,.299,.429,.347,.347,.364,.130,89.1,10.2,32.1,3.5,45.3,18.1,30,6.6,28.7,
McCutchen, Andrew,457705,2017,31,570,650,159,99,30,2,28,116,73,17.8,11.2,.279,.486,.363,.849,88,11,156,4,94,9,2,,.280,.477,.360,.360,.365,.197,88.4,14.2,33.7,7.7,41.4,25.6,26.3,6.8,28.9,
Upton, Justin,457708,2017,30,557,635,152,73,44,0,35,180,74,28.3,11.7,.273,.540,.361,.901,109,14,152,3,100,12,2,,.254,.504,.378,.360,.344,.250,88.8,16.1,36,13.2,38.4,29.4,24.3,7.9,28.3,
Turner, Justin,457759,2017,33,457,543,147,94,32,0,21,56,59,10.3,10.9,.322,.530,.414,.944,71,7,130,19,72,5,2,,.295,.540,.400,.394,.394,.245,89.4,18.5,37.7,8.6,32.5,34,28.4,5.1,25.3,
Posey III, Buster,457763,2017,30,494,568,158,112,34,0,12,66,61,11.6,10.7,.320,.462,.400,.861,67,6,140,8,62,3,2,,.276,.440,.366,.343,.364,.164,88.7,11.6,36.5,3.5,44.1,26.1,26.6,3.2,24.5,
Bruce, Jay,457803,2017,30,555,617,141,74,29,2,36,139,57,22.5,9.2,.254,.508,.324,.832,101,1,146,2,82,1,0,,.260,.501,.350,.354,.331,.241,88.4,18.4,39.4,10.5,33.7,32.9,25.8,7.6,26.3,
Votto, Joey,458015,2017,34,559,707,179,108,34,1,36,83,134,11.7,19.0,.320,.578,.454,1.032,100,5,162,8,106,4,1,,.298,.553,.428,.415,.438,.255,87.5,14.1,40.5,9.1,39.6,29.9,28.6,1.9,24.9,
Gardner, Brett,458731,2017,34,594,682,157,106,26,4,21,122,72,17.9,10.6,.264,.428,.348,.775,63,23,151,8,96,21,2,,.267,.401,.336,.332,.353,.134,86.4,10.3,34.2,3.8,45.8,20.2,27.7,6.3,28.8,
Joyce, Matt,459964,2017,33,469,544,114,56,33,0,25,113,66,20.8,12.1,.243,.473,.335,.808,68,4,141,2,78,3,1,,.249,.470,.343,.351,.344,.220,88.1,14.8,37.2,8.8,38.3,29.5,26.2,6.1,26.5,
Gordon, Alex,460086,2017,33,476,541,99,68,20,2,9,126,45,23.3,8.3,.208,.315,.292,.607,45,7,148,14,52,6,1,,.221,.353,.269,.292,.307,.131,86.3,13.8,34.6,4.5,44.7,20.8,27,7.6,26.2,
Andrus, Elvis,462101,2017,29,643,689,191,123,44,4,20,101,38,14.7,5.5,.297,.471,.337,.808,88,25,158,3,100,18,7,,.264,.405,.344,.309,.308,.141,86.5,7.6,32.5,4.2,48.1,19.7,26.1,6,27.3,
Cabrera, Melky,466320,2017,33,620,666,177,128,30,2,17,74,36,11.1,5.4,.285,.423,.323,.745,85,1,156,2,78,1,0,,.296,.425,.319,.330,.336,.129,88.3,8.9,33.6,3.8,48.9,15.7,29.1,6.3,26.2,
Santana, Carlos,467793,2017,31,571,667,148,85,37,3,23,94,88,14.1,13.2,.259,.455,.363,.818,79,5,154,6,90,4,1,,.265,.461,.350,.358,.369,.196,88.6,13,28.4,7.5,42.2,24.2,24.2,9.4,26.0,
Gonzalez, Carlos,471865,2017,32,470,534,123,75,34,0,14,119,56,22.3,10.5,.262,.423,.339,.762,57,3,136,2,72,3,0,,.234,.364,.327,.302,.318,.130,87.5,6.2,28.9,5.9,48.7,16.8,26.6,7.8,26.9,
Mercer, Jordy,474568,2017,31,502,558,128,85,24,5,14,88,51,15.8,9.1,.255,.406,.326,.733,58,0,145,3,52,0,0,,.252,.370,.308,.297,.324,.118,85.8,9.1,35.3,3.1,48.1,21.6,26,4.3,27.5,
Alonso, Yonder,475174,2017,30,451,521,120,70,22,0,28,118,68,22.6,13.1,.266,.501,.365,.866,67,2,142,2,72,1,1,,.258,.489,.366,.359,.358,.232,89.1,19.2,35.4,9.6,34.8,29.1,25.5,10.5,24.6,
Smoak, Justin,475253,2017,31,560,637,151,83,29,1,38,128,73,20.1,11.5,.270,.529,.355,.883,90,0,158,2,85,0,0,,.277,.564,.371,.388,.362,.286,89.6,17.1,39.4,13.6,34.8,29.7,28.1,7.4,24.0,
Zimmerman, Ryan,475582,2017,33,524,576,159,90,33,0,36,126,44,21.9,7.6,.303,.573,.358,.930,108,1,144,3,90,1,0,,.287,.547,.387,.374,.343,.260,91.4,8.3,32.3,12.2,46.9,22.1,25.6,5.5,26.8,
Lowrie, Jed,476704,2017,33,567,645,157,91,49,3,14,100,73,15.5,11.3,.277,.448,.360,.808,69,0,153,2,86,0,0,,.287,.477,.347,.363,.368,.190,88.9,18.6,43.2,6,30.2,28.3,34.3,7.2,26.6,
Morrison, Logan,489149,2017,30,512,601,126,65,22,1,38,149,81,24.8,13.5,.246,.516,.353,.868,85,2,149,5,75,2,0,,.253,.508,.363,.366,.360,.255,88.6,17.6,39.6,12.8,33.9,30.3,25.7,10.1,26.7,
Gurriel, Yuli,493329,2017,33,529,564,158,96,43,1,18,62,22,11.0,3.9,.299,.486,.332,.817,75,3,139,7,69,2,1,,.285,.432,.344,.324,.321,.146,90.1,10.4,29.2,3.4,46.5,21.8,23.5,8.2,26.9,
Solarte, Yangervis,500208,2017,30,466,512,119,80,21,0,18,61,37,11.9,7.2,.255,.416,.314,.731,64,3,128,5,49,3,0,,.240,.373,.311,.293,.303,.133,85.4,14.7,31.8,3.9,42.1,23.5,22.7,11.7,24.7,
Freese, David,501896,2017,34,426,503,112,86,16,0,10,116,58,23.1,11.5,.263,.371,.368,.739,52,0,130,15,44,0,0,,.257,.393,.326,.339,.367,.136,88.9,3.1,31.2,6.4,58,16.9,22.9,2.2,26.0,
Davis, Khris,501981,2017,30,566,652,140,68,28,1,43,195,73,29.9,11.2,.247,.528,.336,.864,110,4,153,6,91,3,1,,.258,.571,.361,.385,.348,.313,92.3,14.2,37.3,17.7,39.2,28.6,26.2,6.1,26.5,
Pham, Tommy,502054,2017,29,444,530,136,89,22,2,23,117,71,22.1,13.4,.306,.520,.409,.930,73,25,128,10,95,18,7,,.283,.484,.398,.379,.392,.201,89.6,6.9,34.3,9.3,52.7,17.2,26.8,3.3,28.7,
Reddick, Josh,502210,2017,30,477,540,150,99,34,4,13,72,43,13.3,8.0,.314,.484,.357,.842,82,7,134,0,77,4,3,,.288,.436,.357,.337,.344,.148,87.7,17.8,38.3,3.8,35.2,24.6,31.1,9.1,27.7,
Murphy, Daniel,502517,2017,32,534,593,172,103,43,3,23,77,52,13.0,8.8,.322,.543,.384,.928,93,2,144,4,94,2,0,,.300,.491,.385,.359,.365,.191,89.6,17.3,39.6,4.8,33.3,25.4,33,8.3,26.2,
Goldschmidt, Paul,502671,2017,30,558,665,166,93,34,3,36,147,94,22.1,14.1,.297,.563,.403,.966,120,18,155,8,117,12,5,,.283,.559,.400,.396,.393,.275,91.5,11.6,32.8,13.3,45.5,25.5,24.8,4.1,26.8,
Gonzalez, Marwin,503556,2017,28,455,515,138,81,34,0,23,99,49,19.2,9.5,.303,.530,.375,.904,90,8,134,6,67,7,1,,.245,.403,.381,.316,.326,.158,88.7,11.7,29.4,6.6,44.6,22.4,25.2,7.8,26.7,
Altuve, Jose,514888,2017,27,590,662,204,137,39,4,24,84,58,12.7,8.8,.346,.547,.409,.957,81,32,153,9,112,23,9,,.286,.470,.405,.355,.358,.184,86.1,9.7,34.8,6.7,48.3,21.3,25.2,5.1,28.4,
Hernandez, Cesar,514917,2017,27,511,577,150,109,26,6,9,104,61,18.0,10.6,.294,.421,.373,.793,34,15,128,4,85,15,0,,.264,.387,.346,.324,.347,.122,85.8,4.6,33.3,2.9,54.9,15.4,27,2.7,29.4,
Segura, Jean,516416,2017,27,524,566,157,114,30,2,11,83,34,14.7,6.0,.300,.427,.348,.776,45,22,125,6,80,19,3,,.270,.402,.334,.314,.323,.131,87.6,6.7,32.8,3.2,54.5,17,25.3,3.2,27.1,
Freeman, Freddie,518692,2017,28,440,514,135,70,35,2,28,95,65,18.5,12.6,.307,.586,.403,.989,71,8,117,7,84,8,0,,.289,.587,.407,.401,.388,.298,89.7,16,40.1,13.3,36.3,33.1,27.7,2.9,26.5,
LeMahieu, DJ,518934,2017,29,609,682,189,149,28,4,8,90,59,13.2,8.7,.310,.409,.372,.781,64,6,155,6,95,4,2,,.303,.402,.342,.340,.369,.100,89.3,3.3,31.7,1.9,57.1,11.8,28.8,2.3,27.1,
Moreland, Mitch,519048,2017,32,508,576,125,69,34,0,22,120,57,20.8,9.9,.246,.443,.326,.769,79,0,149,6,73,0,0,,.269,.529,.326,.368,.349,.259,89.3,11.6,34.9,12,44.5,26.2,24.2,5.1,25.6,
Moustakas, Mike,519058,2017,29,555,598,151,89,24,0,38,94,34,15.7,5.7,.272,.521,.314,.835,85,0,148,3,75,0,0,,.267,.489,.345,.336,.312,.223,87.4,18.2,34,8.6,35.3,24.8,26.6,13.3,23.8,
Rizzo, Anthony,519203,2017,28,572,691,156,89,32,3,32,90,91,13.0,13.2,.273,.507,.392,.899,109,10,157,24,99,7,3,,.284,.519,.380,.393,.403,.235,88.4,15.5,34.2,9.3,40.7,25.3,25.5,8.4,25.7,
Souza Jr., Steven,519306,2017,28,523,617,125,72,21,2,30,179,84,29.0,13.6,.239,.459,.350,.809,78,16,148,7,78,9,7,,.236,.449,.348,.345,.349,.213,88.8,11.7,33.4,11.5,45.2,23.6,24.8,6.3,29.0,
Stanton, Giancarlo,519317,2017,28,597,692,168,77,32,0,59,163,85,23.6,12.3,.281,.631,.376,1.007,132,2,159,7,123,2,0,,.274,.588,.410,.398,.371,.314,91.9,11.1,31.6,17.4,44.6,22.4,22.2,10.8,27.8,
Thames, Eric,519346,2017,31,469,551,116,55,26,4,31,163,75,29.6,13.6,.247,.518,.359,.877,63,4,138,7,83,4,0,,.227,.454,.370,.342,.342,.226,88.2,12.8,36.3,11.1,39.2,29.7,26.1,4.9,27.2,
Galvis, Freddy,520471,2017,28,608,663,155,108,29,6,12,111,45,16.7,6.8,.255,.382,.308,.689,61,14,162,4,71,12,2,,.239,.356,.298,.283,.295,.117,86.3,15.2,32.8,2.4,39,23.9,28.2,8.9,27.3,
Garcia, Avisail,541645,2017,26,518,561,171,121,27,5,18,111,33,19.8,5.9,.330,.506,.380,.885,80,5,136,9,75,5,0,,.294,.510,.375,.363,.348,.216,90.3,7.6,31.4,8.8,52.7,20.6,24,2.7,29.1,
Inciarte, Ender,542255,2017,27,662,718,201,158,27,5,11,94,49,13.1,6.8,.304,.409,.348,.758,57,22,157,0,93,16,6,,.258,.342,.328,.285,.308,.084,82.8,10.2,34.3,0.5,49.4,19.3,26.8,4.5,27.1,
Ozuna, Marcell,542303,2017,27,613,679,191,122,30,2,37,144,64,21.2,9.4,.312,.548,.376,.924,124,1,159,0,93,1,0,,.282,.514,.388,.366,.350,.232,90.8,10.1,31,9.3,47.1,21.4,24.8,6.6,27.8,
