date,home_team,away_team,home_score,away_score
2020-08-03,San Diego Padres,Los Angeles Dodgers,4,5
2020-08-03,Seattle Mariners,Oakland Athletics,1,1
2020-08-04,Arizona D'Backs,Houston Astros,8,2
2020-08-04,Atlanta Braves,Toronto Blue Jays,1,0
2020-08-04,Baltimore Orioles,Miami Marlins,4,0
2020-08-04,Chicago Cubs,Kansas City Royals,4,5
2020-08-04,Cincinnati Reds,Cleveland Indians,4,2
2020-08-04,Colorado Rockies,San Francisco Giants,2,5
2020-08-04,Milwaukee Brewers,Chicago White Sox,3,2
2020-08-04,Minnesota Twins,Pittsburgh Pirates,3,7
2020-08-04,Oakland Athletics,Texas Rangers,1,5
2020-08-04,San Diego Padres,Los Angeles Dodgers,5,2
2020-08-04,Seattle Mariners,Los Angeles Angels,5,3
2020-08-04,Tampa Bay Rays,Boston Red Sox,1,5
2020-08-04,Washington Nationals,New York Mets,3,5
2020-08-05,Arizona D'Backs,Houston Astros,7,4
2020-08-05,Atlanta Braves,Toronto Blue Jays,2,1
2020-08-05,Baltimore Orioles,Miami Marlins,1,0
2020-08-05,Baltimore Orioles,Miami Marlins,2,1
2020-08-05,Chicago White Sox,Milwaukee Brewers,1,0
2020-08-05,Cleveland Indians,Cincinnati Reds,0,2
2020-08-05,Colorado Rockies,San Francisco Giants,4,3
2020-08-05,Kansas City Royals,Chicago Cubs,6,1
2020-08-05,Oakland Athletics,Texas Rangers,4,6
2020-08-05,Philadelphia Phillies,New York Yankees,7,1
2020-08-05,Philadelphia Phillies,New York Yankees,3,1
2020-08-05,Pittsburgh Pirates,Minnesota Twins,5,2
2020-08-05,San Diego Padres,Los Angeles Dodgers,7,6
2020-08-05,Seattle Mariners,Los Angeles Angels,6,7
2020-08-05,Tampa Bay Rays,Boston Red Sox,5,0
2020-08-05,Washington Nationals,New York Mets,3,1
2020-08-06,Arizona D'Backs,Houston Astros,4,5
2020-08-06,Atlanta Braves,Toronto Blue Jays,3,4
2020-08-06,Baltimore Orioles,Miami Marlins,8,7
2020-08-06,Chicago White Sox,Milwaukee Brewers,8,3
2020-08-06,Cleveland Indians,Cincinnati Reds,0,3
2020-08-06,Colorado Rockies,San Francisco Giants,4,6
2020-08-06,Kansas City Royals,Chicago Cubs,2,3
2020-08-06,Oakland Athletics,Texas Rangers,4,6
2020-08-06,Philadelphia Phillies,New York Yankees,4,5
2020-08-06,Pittsburgh Pirates,Minnesota Twins,5,6
2020-08-06,Seattle Mariners,Los Angeles Angels,6,1
2020-08-07,Boston Red Sox,Toronto Blue Jays,3,5
2020-08-07,Chicago White Sox,Cleveland Indians,0,2
2020-08-07,Kansas City Royals,Minnesota Twins,2,3
2020-08-07,Los Angeles Dodgers,San Francisco Giants,2,7
2020-08-07,Milwaukee Brewers,Cincinnati Reds,8,3
2020-08-07,New York Mets,Miami Marlins,4,3
2020-08-07,Oakland Athletics,Houston Astros,2,3
2020-08-07,Pittsburgh Pirates,Detroit Tigers,1,3
2020-08-07,San Diego Padres,Arizona D'Backs,0,3
2020-08-07,Seattle Mariners,Colorado Rockies,8,4
2020-08-07,Tampa Bay Rays,New York Yankees,0,1
2020-08-07,Texas Rangers,Los Angeles Angels,3,4
2020-08-07,Washington Nationals,Baltimore Orioles,1,0
2020-08-08,Boston Red Sox,Toronto Blue Jays,2,1
2020-08-08,Chicago White Sox,Cleveland Indians,7,1
2020-08-08,Kansas City Royals,Minnesota Twins,6,9
2020-08-08,Los Angeles Dodgers,San Francisco Giants,5,4
2020-08-08,Milwaukee Brewers,Cincinnati Reds,4,1
2020-08-08,New York Mets,Miami Marlins,4,8
2020-08-08,Oakland Athletics,Houston Astros,1,3
2020-08-08,Philadelphia Phillies,Atlanta Braves,0,5
2020-08-08,Pittsburgh Pirates,Detroit Tigers,1,5
2020-08-08,San Diego Padres,Arizona D'Backs,3,2
2020-08-08,Seattle Mariners,Colorado Rockies,5,0
2020-08-08,Tampa Bay Rays,New York Yankees,8,4
2020-08-08,Tampa Bay Rays,New York Yankees,3,5
2020-08-08,Texas Rangers,Los Angeles Angels,0,2
2020-08-08,Washington Nationals,Baltimore Orioles,5,3
2020-08-09,Boston Red Sox,Toronto Blue Jays,3,5
2020-08-09,Chicago White Sox,Cleveland Indians,5,4
2020-08-09,Kansas City Royals,Minnesota Twins,2,4
2020-08-09,Los Angeles Dodgers,San Francisco Giants,2,6
2020-08-09,Milwaukee Brewers,Cincinnati Reds,3,9
2020-08-09,New York Mets,Miami Marlins,2,4
2020-08-09,Oakland Athletics,Houston Astros,2,7
2020-08-09,Philadelphia Phillies,Atlanta Braves,5,2
2020-08-09,Philadelphia Phillies,Atlanta Braves,8,0
2020-08-09,Pittsburgh Pirates,Detroit Tigers,2,1
2020-08-09,San Diego Padres,Arizona D'Backs,5,9
2020-08-09,Seattle Mariners,Colorado Rockies,3,5
2020-08-09,Tampa Bay Rays,New York Yankees,3,4
2020-08-09,Texas Rangers,Los Angeles Angels,3,7
2020-08-09,Washington Nationals,Baltimore Orioles,6,2
2020-08-10,Los Angeles Angels,Oakland Athletics,9,0
2020-08-10,Boston Red Sox,Tampa Bay Rays,8,7
2020-08-10,Colorado Rockies,Arizona D'Backs,1,8
2020-08-10,Detroit Tigers,Chicago White Sox,1,5
2020-08-10,Houston Astros,San Francisco Giants,4,6
2020-08-10,Los Angeles Dodgers,San Diego Padres,2,1
2020-08-10,Milwaukee Brewers,Minnesota Twins,4,2
2020-08-10,New York Mets,Washington Nationals,1,4
2020-08-10,Philadelphia Phillies,Atlanta Braves,8,3
2020-08-10,Texas Rangers,Seattle Mariners,1,2
2020-08-11,Los Angeles Angels,Oakland Athletics,0,6
2020-08-11,Boston Red Sox,Tampa Bay Rays,8,2
2020-08-11,Cincinnati Reds,Kansas City Royals,5,6
2020-08-11,Cleveland Indians,Chicago Cubs,7,1
2020-08-11,Colorado Rockies,Arizona D'Backs,7,8
2020-08-11,Detroit Tigers,Chicago White Sox,8,4
2020-08-11,Houston Astros,San Francisco Giants,7,6
2020-08-11,Los Angeles Dodgers,San Diego Padres,6,2
2020-08-11,Milwaukee Brewers,Minnesota Twins,4,6
2020-08-11,New York Yankees,Atlanta Braves,6,9
2020-08-11,New York Mets,Washington Nationals,2,1
2020-08-11,Philadelphia Phillies,Baltimore Orioles,1,9
2020-08-11,Texas Rangers,Seattle Mariners,2,4
2020-08-11,Toronto Blue Jays,Miami Marlins,4,5
2020-08-12,Los Angeles Angels,Oakland Athletics,8,4
2020-08-12,Boston Red Sox,Tampa Bay Rays,9,5
2020-08-12,Cincinnati Reds,Kansas City Royals,5,4
2020-08-12,Cleveland Indians,Chicago Cubs,7,2
2020-08-12,Colorado Rockies,Arizona D'Backs,1,7
2020-08-12,Detroit Tigers,Chicago White Sox,7,5
2020-08-12,Houston Astros,San Francisco Giants,1,5
2020-08-12,Los Angeles Dodgers,San Diego Padres,0,6
2020-08-12,Milwaukee Brewers,Minnesota Twins,1,2
2020-08-12,New York Yankees,Atlanta Braves,3,6
2020-08-12,New York Mets,Washington Nationals,6,1
2020-08-12,Philadelphia Phillies,Baltimore Orioles,5,4
2020-08-12,Texas Rangers,Seattle Mariners,4,7
2020-08-12,Toronto Blue Jays,Miami Marlins,1,1
2020-08-13,Boston Red Sox,Tampa Bay Rays,1,8
2020-08-13,Chicago Cubs,Milwaukee Brewers,2,4
2020-08-13,Cincinnati Reds,Pittsburgh Pirates,9,6
2020-08-13,Los Angeles Dodgers,San Diego Padres,2,1
2020-08-13,New York Mets,Washington Nationals,2,8
2020-08-13,Philadelphia Phillies,Baltimore Orioles,1,4
2020-08-14,Los Angeles Angels,Los Angeles Dodgers,7,4
2020-08-14,Arizona D'Backs,San Diego Padres,1,5
2020-08-14,Baltimore Orioles,Washington Nationals,1,3
2020-08-14,Chicago Cubs,Milwaukee Brewers,4,3
2020-08-14,Cincinnati Reds,Pittsburgh Pirates,1,8
2020-08-14,Colorado Rockies,Texas Rangers,3,2
2020-08-14,Detroit Tigers,Cleveland Indians,1,5
2020-08-14,Houston Astros,Seattle Mariners,1,1
2020-08-14,Miami Marlins,Atlanta Braves,2,8
2020-08-14,New York Yankees,Boston Red Sox,3,0
2020-08-14,Philadelphia Phillies,New York Mets,5,6
2020-08-14,San Francisco Giants,Oakland Athletics,8,7
2020-08-14,Toronto Blue Jays,Tampa Bay Rays,4,2
2020-08-15,Los Angeles Angels,Los Angeles Dodgers,6,5
2020-08-15,Arizona D'Backs,San Diego Padres,6,7
2020-08-15,Baltimore Orioles,Washington Nationals,3,7
2020-08-15,Chicago White Sox,St. Louis Cardinals,5,1
2020-08-15,Chicago White Sox,St. Louis Cardinals,6,3
2020-08-15,Chicago Cubs,Milwaukee Brewers,6,5
2020-08-15,Colorado Rockies,Texas Rangers,6,4
2020-08-15,Detroit Tigers,Cleveland Indians,3,1
2020-08-15,Houston Astros,Seattle Mariners,1,2
2020-08-15,Miami Marlins,Atlanta Braves,2,1
2020-08-15,Minnesota Twins,Kansas City Royals,2,4
2020-08-15,Minnesota Twins,Kansas City Royals,4,2
2020-08-15,New York Yankees,Boston Red Sox,5,1
2020-08-15,Philadelphia Phillies,New York Mets,2,6
2020-08-15,San Francisco Giants,Oakland Athletics,7,6
2020-08-15,Toronto Blue Jays,Tampa Bay Rays,3,2
2020-08-16,Los Angeles Angels,Los Angeles Dodgers,8,3
2020-08-16,Arizona D'Backs,San Diego Padres,4,5
2020-08-16,Baltimore Orioles,Washington Nationals,6,5
2020-08-16,Chicago White Sox,St. Louis Cardinals,2,7
2020-08-16,Chicago Cubs,Milwaukee Brewers,6,5
2020-08-16,Colorado Rockies,Texas Rangers,6,0
2020-08-16,Detroit Tigers,Cleveland Indians,8,5
2020-08-16,Houston Astros,Seattle Mariners,2,3
2020-08-16,Miami Marlins,Atlanta Braves,4,0
2020-08-16,Minnesota Twins,Kansas City Royals,2,4
2020-08-16,New York Yankees,Boston Red Sox,2,4
2020-08-16,Philadelphia Phillies,New York Mets,2,6
2020-08-16,San Francisco Giants,Oakland Athletics,1,3
2020-08-16,Toronto Blue Jays,Tampa Bay Rays,7,5
2020-08-17,Los Angeles Angels,San Francisco Giants,6,7
2020-08-17,Arizona D'Backs,Oakland Athletics,3,4
2020-08-17,Atlanta Braves,Washington Nationals,6,7
2020-08-17,Baltimore Orioles,Toronto Blue Jays,7,2
2020-08-17,Chicago White Sox,Detroit Tigers,2,7
2020-08-17,Chicago Cubs,St. Louis Cardinals,3,1
2020-08-17,Chicago Cubs,St. Louis Cardinals,4,5
2020-08-17,Houston Astros,Colorado Rockies,1,2
2020-08-17,Los Angeles Dodgers,Seattle Mariners,9,1
2020-08-17,Miami Marlins,New York Mets,1,4
2020-08-17,Minnesota Twins,Kansas City Royals,1,4
2020-08-17,New York Yankees,Boston Red Sox,3,6
2020-08-17,Texas Rangers,San Diego Padres,1,4
2020-08-18,Los Angeles Angels,San Francisco Giants,8,2
2020-08-18,Arizona D'Backs,Oakland Athletics,1,0
2020-08-18,Atlanta Braves,Washington Nationals,8,5
2020-08-18,Baltimore Orioles,Toronto Blue Jays,8,7
2020-08-18,Boston Red Sox,Philadelphia Phillies,1,6
2020-08-18,Chicago White Sox,Detroit Tigers,4,0
2020-08-18,Chicago Cubs,St. Louis Cardinals,3,6
2020-08-18,Houston Astros,Colorado Rockies,1,2
2020-08-18,Los Angeles Dodgers,Seattle Mariners,1,2
2020-08-18,Miami Marlins,New York Mets,8,3
2020-08-18,Minnesota Twins,Milwaukee Brewers,3,4
2020-08-18,New York Yankees,Tampa Bay Rays,6,3
2020-08-18,Pittsburgh Pirates,Cleveland Indians,6,3
2020-08-18,Texas Rangers,San Diego Padres,6,4
2020-08-19,Baltimore Orioles,Toronto Blue Jays,5,2
2020-08-19,Boston Red Sox,Philadelphia Phillies,3,6
2020-08-19,Chicago White Sox,Detroit Tigers,3,5
2020-08-19,Chicago Cubs,St. Louis Cardinals,9,3
2020-08-19,Chicago Cubs,St. Louis Cardinals,2,4
2020-08-19,Colorado Rockies,Houston Astros,1,6
2020-08-19,Kansas City Royals,Cincinnati Reds,0,4
2020-08-19,Kansas City Royals,Cincinnati Reds,5,0
2020-08-19,Miami Marlins,New York Mets,5,3
2020-08-19,Minnesota Twins,Milwaukee Brewers,9,3
2020-08-19,New York Yankees,Tampa Bay Rays,4,2
2020-08-19,Oakland Athletics,Arizona D'Backs,1,4
2020-08-19,Pittsburgh Pirates,Cleveland Indians,6,1
2020-08-19,San Diego Padres,Texas Rangers,3,6
2020-08-19,Seattle Mariners,Los Angeles Dodgers,4,6
2020-08-19,San Francisco Giants,Los Angeles Angels,2,7
2020-08-20,Baltimore Orioles,Boston Red Sox,7,1
2020-08-20,Chicago White Sox,Detroit Tigers,0,9
2020-08-20,Colorado Rockies,Houston Astros,1,8
2020-08-20,Minnesota Twins,Milwaukee Brewers,1,7
2020-08-20,New York Yankees,Tampa Bay Rays,1,5
2020-08-20,Oakland Athletics,Arizona D'Backs,1,5
2020-08-20,Pittsburgh Pirates,Cleveland Indians,2,0
2020-08-20,San Diego Padres,Texas Rangers,7,8
2020-08-20,Seattle Mariners,Los Angeles Dodgers,6,1
2020-08-20,San Francisco Giants,Los Angeles Angels,5,0
2020-08-20,St. Louis Cardinals,Cincinnati Reds,4,5
2020-08-20,Toronto Blue Jays,Philadelphia Phillies,2,3
2020-08-20,Toronto Blue Jays,Philadelphia Phillies,8,9
2020-08-21,Atlanta Braves,Philadelphia Phillies,2,1
2020-08-21,Baltimore Orioles,Boston Red Sox,8,5
2020-08-21,Chicago Cubs,Chicago White Sox,1,1
2020-08-21,Cleveland Indians,Detroit Tigers,1,5
2020-08-21,Kansas City Royals,Minnesota Twins,2,7
2020-08-21,Los Angeles Dodgers,Colorado Rockies,1,5
2020-08-21,Oakland Athletics,Los Angeles Angels,3,5
2020-08-21,Pittsburgh Pirates,Milwaukee Brewers,2,7
2020-08-21,San Diego Padres,Houston Astros,3,4
2020-08-21,Seattle Mariners,Texas Rangers,4,7
2020-08-21,San Francisco Giants,Arizona D'Backs,2,6
2020-08-21,St. Louis Cardinals,Cincinnati Reds,4,2
2020-08-21,Tampa Bay Rays,Toronto Blue Jays,6,5
2020-08-21,Washington Nationals,Miami Marlins,3,2
2020-08-22,Atlanta Braves,Philadelphia Phillies,5,6
2020-08-22,Baltimore Orioles,Boston Red Sox,4,5
2020-08-22,Chicago Cubs,Chicago White Sox,7,4
2020-08-22,Cleveland Indians,Detroit Tigers,1,6
2020-08-22,Kansas City Royals,Minnesota Twins,7,2
2020-08-22,Los Angeles Dodgers,Colorado Rockies,3,4
2020-08-22,Oakland Athletics,Los Angeles Angels,4,3
2020-08-22,Pittsburgh Pirates,Milwaukee Brewers,5,2
2020-08-22,San Diego Padres,Houston Astros,2,3
2020-08-22,Seattle Mariners,Texas Rangers,1,0
2020-08-22,San Francisco Giants,Arizona D'Backs,1,5
2020-08-22,St. Louis Cardinals,Cincinnati Reds,0,3
2020-08-22,Tampa Bay Rays,Toronto Blue Jays,1,2
2020-08-22,Washington Nationals,Miami Marlins,4,5
2020-08-22,Washington Nationals,Miami Marlins,5,3
2020-08-23,Atlanta Braves,Philadelphia Phillies,5,4
2020-08-23,Baltimore Orioles,Boston Red Sox,4,5
2020-08-23,Chicago Cubs,Chicago White Sox,1,2
2020-08-23,Cleveland Indians,Detroit Tigers,7,4
2020-08-23,Kansas City Royals,Minnesota Twins,5,4
2020-08-23,Los Angeles Dodgers,Colorado Rockies,3,1
2020-08-23,Oakland Athletics,Los Angeles Angels,4,5
2020-08-23,Pittsburgh Pirates,Milwaukee Brewers,4,5
2020-08-23,San Diego Padres,Houston Astros,3,5
2020-08-23,Seattle Mariners,Texas Rangers,1,4
2020-08-23,San Francisco Giants,Arizona D'Backs,1,6
2020-08-23,St. Louis Cardinals,Cincinnati Reds,2,6
2020-08-23,Tampa Bay Rays,Toronto Blue Jays,4,5
2020-08-23,Washington Nationals,Miami Marlins,3,9
2020-08-24,Arizona D'Backs,Colorado Rockies,3,2
2020-08-24,Cleveland Indians,Minnesota Twins,3,2
2020-08-24,Detroit Tigers,Chicago Cubs,9,3
2020-08-24,Houston Astros,Los Angeles Angels,4,1
2020-08-24,Milwaukee Brewers,Cincinnati Reds,2,4
2020-08-24,St. Louis Cardinals,Kansas City Royals,3,9
2020-08-24,Tampa Bay Rays,Toronto Blue Jays,6,4
2020-08-24,Texas Rangers,Oakland Athletics,2,3
2020-08-24,Washington Nationals,Miami Marlins,1,8
2020-08-25,Arizona D'Backs,Colorado Rockies,5,4
2020-08-25,Chicago White Sox,Pittsburgh Pirates,0,4
2020-08-25,Cleveland Indians,Minnesota Twins,2,4
2020-08-25,Detroit Tigers,Chicago Cubs,1,7
2020-08-25,Houston Astros,Los Angeles Angels,3,6
2020-08-25,Houston Astros,Los Angeles Angels,1,5
2020-08-25,Milwaukee Brewers,Cincinnati Reds,2,3
2020-08-25,New York Mets,Miami Marlins,4,0
2020-08-25,New York Mets,Miami Marlins,3,0
2020-08-25,San Diego Padres,Seattle Mariners,8,3
2020-08-25,San Francisco Giants,Los Angeles Dodgers,8,0
2020-08-25,St. Louis Cardinals,Kansas City Royals,5,4
2020-08-25,Tampa Bay Rays,Baltimore Orioles,2,4
2020-08-25,Texas Rangers,Oakland Athletics,1,3
2020-08-25,Toronto Blue Jays,Boston Red Sox,9,7
2020-08-25,Washington Nationals,Philadelphia Phillies,8,3
2020-08-26,Arizona D'Backs,Colorado Rockies,8,7
2020-08-26,Atlanta Braves,New York Yankees,1,5
2020-08-26,Atlanta Braves,New York Yankees,1,2
2020-08-26,Chicago White Sox,Pittsburgh Pirates,3,0
2020-08-26,Cleveland Indians,Minnesota Twins,3,6
2020-08-26,Detroit Tigers,Chicago Cubs,6,7
2020-08-26,New York Mets,Miami Marlins,4,5
2020-08-26,St. Louis Cardinals,Kansas City Royals,5,6
2020-08-26,Tampa Bay Rays,Baltimore Orioles,3,4
2020-08-26,Texas Rangers,Oakland Athletics,3,1
2020-08-26,Toronto Blue Jays,Boston Red Sox,1,9
2020-08-26,Washington Nationals,Philadelphia Phillies,3,2
2020-08-27,Milwaukee Brewers,Cincinnati Reds,6,1
2020-08-27,Milwaukee Brewers,Cincinnati Reds,6,0
2020-08-27,San Diego Padres,Seattle Mariners,7,0
2020-08-27,San Diego Padres,Seattle Mariners,8,3
2020-08-27,San Francisco Giants,Los Angeles Dodgers,7,0
2020-08-27,San Francisco Giants,Los Angeles Dodgers,2,0
2020-08-27,St. Louis Cardinals,Pittsburgh Pirates,4,3
2020-08-27,St. Louis Cardinals,Pittsburgh Pirates,2,0
2020-08-28,Los Angeles Angels,Seattle Mariners,2,3
2020-08-28,Arizona D'Backs,San Francisco Giants,4,7
2020-08-28,Boston Red Sox,Washington Nationals,1,2
2020-08-28,Chicago White Sox,Kansas City Royals,5,6
2020-08-28,Cincinnati Reds,Chicago Cubs,5,6
2020-08-28,Colorado Rockies,San Diego Padres,1,4
2020-08-28,Miami Marlins,Tampa Bay Rays,2,0
2020-08-28,Milwaukee Brewers,Pittsburgh Pirates,1,9
2020-08-28,New York Yankees,New York Mets,6,4
2020-08-28,New York Yankees,New York Mets,4,3
2020-08-28,Philadelphia Phillies,Atlanta Braves,4,7
2020-08-28,St. Louis Cardinals,Cleveland Indians,1,2
2020-08-28,Texas Rangers,Los Angeles Dodgers,2,6
2020-08-28,Toronto Blue Jays,Baltimore Orioles,4,5
2020-08-29,Los Angeles Angels,Seattle Mariners,3,6
2020-08-29,Arizona D'Backs,San Francisco Giants,5,2
2020-08-29,Boston Red Sox,Washington Nationals,3,5
2020-08-29,Chicago White Sox,Kansas City Royals,9,6
2020-08-29,Cincinnati Reds,Chicago Cubs,3,0
2020-08-29,Cincinnati Reds,Chicago Cubs,5,6
2020-08-29,Colorado Rockies,San Diego Padres,3,4
2020-08-29,Detroit Tigers,Minnesota Twins,2,8
2020-08-29,Detroit Tigers,Minnesota Twins,2,4
2020-08-29,Houston Astros,Oakland Athletics,2,4
2020-08-29,Houston Astros,Oakland Athletics,3,6
2020-08-29,Miami Marlins,Tampa Bay Rays,4,0
2020-08-29,Milwaukee Brewers,Pittsburgh Pirates,6,7
2020-08-29,New York Yankees,New York Mets,1,2
2020-08-29,Philadelphia Phillies,Atlanta Braves,1,4
2020-08-29,St. Louis Cardinals,Cleveland Indians,2,1
2020-08-29,Texas Rangers,Los Angeles Dodgers,7,4
2020-08-29,Toronto Blue Jays,Baltimore Orioles,0,5
2020-08-30,Los Angeles Angels,Seattle Mariners,2,1
2020-08-30,Arizona D'Backs,San Francisco Giants,4,1
2020-08-30,Boston Red Sox,Washington Nationals,5,9
2020-08-30,Chicago White Sox,Kansas City Royals,2,5
2020-08-30,Cincinnati Reds,Chicago Cubs,1,1
2020-08-30,Colorado Rockies,San Diego Padres,1,2
2020-08-30,Detroit Tigers,Minnesota Twins,2,3
2020-08-30,Miami Marlins,Tampa Bay Rays,1,7
2020-08-30,Milwaukee Brewers,Pittsburgh Pirates,5,1
2020-08-30,New York Yankees,New York Mets,7,8
2020-08-30,New York Yankees,New York Mets,2,5
2020-08-30,Philadelphia Phillies,Atlanta Braves,1,0
2020-08-30,St. Louis Cardinals,Cleveland Indians,2,7
2020-08-30,Texas Rangers,Los Angeles Dodgers,7,2
2020-08-30,Toronto Blue Jays,Baltimore Orioles,5,6
2020-08-31,Los Angeles Angels,Seattle Mariners,2,1
2020-08-31,Boston Red Sox,Atlanta Braves,6,3
2020-08-31,Cincinnati Reds,St. Louis Cardinals,7,5
2020-08-31,Colorado Rockies,San Diego Padres,6,0
2020-08-31,Kansas City Royals,Cleveland Indians,1,2
2020-08-31,Milwaukee Brewers,Pittsburgh Pirates,5,6
2020-08-31,Minnesota Twins,Chicago White Sox,8,5
2020-08-31,New York Yankees,Tampa Bay Rays,5,3
2020-08-31,New York Mets,Miami Marlins,5,3
2020-08-31,Philadelphia Phillies,Washington Nationals,6,8
2020-08-31,Toronto Blue Jays,Baltimore Orioles,4,3
2020-09-01,Baltimore Orioles,New York Mets,5,9
2020-09-01,Boston Red Sox,Atlanta Braves,1,3
2020-09-01,Cincinnati Reds,St. Louis Cardinals,1,2
2020-09-01,Colorado Rockies,San Francisco Giants,2,5
2020-09-01,Houston Astros,Texas Rangers,6,5
2020-09-01,Kansas City Royals,Cleveland Indians,1,1
2020-09-01,Los Angeles Dodgers,Arizona D'Backs,3,6
2020-09-01,Miami Marlins,Toronto Blue Jays,2,3
2020-09-01,Milwaukee Brewers,Detroit Tigers,1,1
2020-09-01,Minnesota Twins,Chicago White Sox,2,3
2020-09-01,New York Yankees,Tampa Bay Rays,3,5
2020-09-01,Philadelphia Phillies,Washington Nationals,0,6
2020-09-01,Pittsburgh Pirates,Chicago Cubs,8,7
2020-09-02,Los Angeles Angels,San Diego Padres,1,4
2020-09-02,Baltimore Orioles,New York Mets,9,4
2020-09-02,Boston Red Sox,Atlanta Braves,7,5
2020-09-02,Cincinnati Reds,St. Louis Cardinals,3,4
2020-09-02,Colorado Rockies,San Francisco Giants,6,9
2020-09-02,Houston Astros,Texas Rangers,1,2
2020-09-02,Kansas City Royals,Cleveland Indians,5,0
2020-09-02,Los Angeles Dodgers,Arizona D'Backs,2,3
2020-09-02,Miami Marlins,Toronto Blue Jays,2,1
2020-09-02,Milwaukee Brewers,Detroit Tigers,5,8
2020-09-02,Minnesota Twins,Chicago White Sox,1,8
2020-09-02,New York Yankees,Tampa Bay Rays,5,2
2020-09-02,Philadelphia Phillies,Washington Nationals,0,3
2020-09-02,Pittsburgh Pirates,Chicago Cubs,8,2
2020-09-03,Los Angeles Angels,San Diego Padres,0,2
2020-09-03,Boston Red Sox,Toronto Blue Jays,6,2
2020-09-03,Houston Astros,Texas Rangers,4,8
2020-09-03,Kansas City Royals,Chicago White Sox,1,6
2020-09-03,Los Angeles Dodgers,Arizona D'Backs,1,5
2020-09-03,New York Mets,New York Yankees,7,9
2020-09-03,Philadelphia Phillies,Washington Nationals,5,6
2020-09-03,Pittsburgh Pirates,Chicago Cubs,2,6
2020-09-04,Los Angeles Angels,Houston Astros,5,6
2020-09-04,Atlanta Braves,Washington Nationals,1,7
2020-09-04,Atlanta Braves,Washington Nationals,1,9
2020-09-04,Baltimore Orioles,New York Yankees,6,5
2020-09-04,Baltimore Orioles,New York Yankees,3,6
2020-09-04,Boston Red Sox,Toronto Blue Jays,8,7
2020-09-04,Boston Red Sox,Toronto Blue Jays,2,3
2020-09-04,Chicago Cubs,St. Louis Cardinals,1,4
2020-09-04,Cleveland Indians,Milwaukee Brewers,7,1
2020-09-04,Kansas City Royals,Chicago White Sox,7,4
2020-09-04,Los Angeles Dodgers,Colorado Rockies,6,0
2020-09-04,Minnesota Twins,Detroit Tigers,0,2
2020-09-04,Minnesota Twins,Detroit Tigers,2,3
2020-09-04,New York Mets,Philadelphia Phillies,5,3
2020-09-04,Oakland Athletics,San Diego Padres,7,0
2020-09-04,Pittsburgh Pirates,Cincinnati Reds,4,2
2020-09-04,Pittsburgh Pirates,Cincinnati Reds,3,4
2020-09-04,Seattle Mariners,Texas Rangers,3,6
2020-09-04,San Francisco Giants,Arizona D'Backs,6,5
2020-09-04,Tampa Bay Rays,Miami Marlins,4,5
2020-09-05,Los Angeles Angels,Houston Astros,9,0
2020-09-05,Los Angeles Angels,Houston Astros,6,7
2020-09-05,Atlanta Braves,Washington Nationals,1,4
2020-09-05,Baltimore Orioles,New York Yankees,1,6
2020-09-05,Boston Red Sox,Toronto Blue Jays,8,9
2020-09-05,Chicago Cubs,St. Louis Cardinals,4,2
2020-09-05,Chicago Cubs,St. Louis Cardinals,5,1
2020-09-05,Cleveland Indians,Milwaukee Brewers,3,4
2020-09-05,Kansas City Royals,Chicago White Sox,5,3
2020-09-05,Los Angeles Dodgers,Colorado Rockies,5,2
2020-09-05,Minnesota Twins,Detroit Tigers,3,4
