last_name, first_name,player_id,year,player_age,p_game,p_formatted_ip,p_total_pa,p_ab,p_total_hits,p_single,p_double,p_triple,p_home_run,p_strikeout,p_walk,p_k_percent,p_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,p_earned_run,p_run,p_save,p_blown_save,p_win,p_loss,p_era,p_opp_batting_avg,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,n_sl_formatted,sl_avg_speed,sl_avg_spin,n_ch_formatted,ch_avg_speed,ch_avg_spin,n_cukc_formatted,cu_avg_speed,cu_avg_spin,n_sift_formatted,si_avg_speed,si_avg_spin,n_fc_formatted,fc_avg_speed,fc_avg_spin,n_fs_formatted,fs_avg_speed,fs_avg_spin,n_kn_formatted,kn_avg_speed,kn_avg_spin,
Miley, Wade,489119,2019,33,33,167.1,720,646,164,114,25,2,23,140,61,19.4,8.5,.254,.406,.319,.725,74,83,0,0,14,6,3.98,.254,.237,.373,.311,.298,.307,.136,87.5,8.3,29.2,4.5,2863,15.8,90.8,2210,1,81.7,2398,20.7,81.2,1869,9.3,75.6,2428,6.3,89.5,2056,47,87.3,2258,,,,,,,
Romo, Sergio,489265,2019,36,65,60.1,249,226,50,31,11,1,7,60,17,24.1,6.8,.221,.372,.277,.649,23,27,20,3,2,1,3.43,.221,.207,.367,.271,.269,.267,.161,84.9,19.6,37.1,5.3,995,10.1,86.5,2305,59.6,77.4,2830,16.1,80.2,2151,,,,14.3,86.2,2168,,,,,,,,,,
Stammen, Craig,489334,2019,35,76,82.0,339,319,80,49,17,1,13,73,15,21.5,4.4,.251,.433,.286,.719,30,36,4,9,8,7,3.29,.251,.241,.391,.298,.286,.278,.150,87,5.5,31.3,5.2,1250,0.3,91.8,2129,,,,0.7,89.1,2009,12.2,81.3,2363,71,92.8,2170,15.8,87.5,2341,,,,,,,
Yates, Kirby,489446,2019,32,60,60.2,243,221,41,28,11,0,2,101,13,41.6,5.3,.186,.262,.251,.513,8,14,41,3,0,5,1.19,.186,.171,.260,.228,.226,.240,.089,86.9,11,30.3,4.1,1021,57,93.5,2307,0.9,85.2,2265,,,,,,,,,,,,,42.1,86.3,1399,,,,
Gomez, Jeanmar,491646,2019,31,16,15.1,73,64,23,14,7,0,2,10,6,13.7,8.2,.359,.563,.411,.973,14,15,0,0,1,0,8.22,.359,.300,.458,.403,.354,.366,.159,90.4,7.1,35.7,5.4,270,2.2,91,2035,20.7,83.8,2094,23,84.5,1255,5.6,75.4,2273,48.5,91.1,1991,,,,,,,,,,
Oh, Seunghwan,493200,2019,37,21,18.1,88,82,29,22,1,0,6,16,6,18.2,6.8,.354,.585,.398,.983,19,19,0,1,3,1,9.33,.354,.329,.584,.411,.400,.375,.254,89.4,12.6,34.8,12.1,372,42.5,91.1,2218,0.3,82.7,2185,4.6,82.5,1710,14,73.4,2454,,,,38.7,82.2,2192,,,,,,,
Ottavino, Adam,493603,2019,34,73,66.1,283,237,47,32,9,1,5,88,40,31.1,14.1,.198,.308,.314,.623,14,17,2,7,6,5,1.90,.198,.177,.281,.276,.265,.299,.105,85.3,14.5,30.3,4.6,1130,1.9,93.8,2393,44.7,81.9,2876,,,,,,,39.6,93.9,2387,13.8,88.2,2683,,,,,,,
Quintana, Jose,500779,2019,30,32,171.0,745,678,191,126,43,2,20,152,46,20.4,6.2,.282,.440,.321,.760,89,100,0,0,13,9,4.68,.282,.265,.421,.321,.317,.313,.156,90,11.1,34.7,5.7,2734,36.4,91.4,2016,,,,11,86.5,1287,27.2,77,2215,25.4,91.3,1977,,,,,,,,,,
Pineda, Michael,501381,2019,30,26,146.0,600,558,141,90,26,2,23,140,28,23.3,4.7,.253,.430,.290,.720,65,68,0,0,11,5,4.01,.253,.245,.432,.301,.304,.286,.187,89.7,16.9,35.4,7.3,2184,54.1,92.5,1999,29.5,83.9,2011,15.3,87.1,1864,,,,1.1,91.9,1953,,,,,,,,,,
Avilan, Luis,501593,2019,30,45,32.0,141,124,33,23,5,0,5,30,14,21.3,9.9,.266,.427,.355,.782,18,18,0,0,4,0,5.06,.266,.277,.431,.338,.348,.364,.154,84.9,9,30.9,5.3,600,,,,,,,58.3,82.4,2210,12.2,75.4,2450,29.5,90.4,2114,,,,,,,,,,
Alvarez, Jose,501625,2019,30,67,59.0,255,232,66,48,10,0,8,51,18,20.0,7.1,.284,.431,.333,.764,22,25,1,2,3,4,3.36,.284,.266,.413,.319,.312,.320,.147,86.1,7.7,33.5,4.9,983,13.5,91.4,2392,10.9,83.3,2354,22.1,82,1921,7.6,81.6,2395,38.6,91.4,2347,7.3,87,2374,,,,,,,
Harris, Will,501789,2019,35,68,60.0,229,214,42,33,3,0,6,62,14,27.1,6.1,.196,.294,.245,.539,10,14,4,1,4,1,1.50,.196,.215,.353,.235,.267,.263,.138,87.5,4.1,28.1,5.9,912,1.1,92,2520,,,,,,,42,81.3,2775,,,,56.9,91.2,2527,,,,,,,
Smith, Joe,501925,2019,35,28,25.0,96,91,19,13,4,0,2,22,5,22.9,5.2,.209,.319,.250,.569,5,6,0,1,1,0,1.80,.209,.210,.335,.245,.254,.251,.124,91.2,7.8,21.7,4.3,344,26.5,88.9,2150,41,79.6,2322,1.5,77.9,1730,,,,31.1,87.1,1938,,,,,,,,,,
Minor, Mike,501985,2019,32,32,208.1,863,779,190,132,28,0,30,200,68,23.2,7.9,.244,.395,.307,.702,83,86,0,0,14,10,3.59,.244,.228,.389,.301,.297,.296,.161,86.9,16.5,31.6,7,3357,44.6,92.5,2650,19.4,86.4,2737,24.6,86.2,2287,11.4,80.7,2534,,,,,,,,,,,,,
Jeffress, Jeremy,502026,2019,32,48,52.0,225,201,54,39,10,0,5,46,17,20.4,7.6,.269,.393,.338,.731,29,32,1,3,3,4,5.02,.269,.261,.424,.319,.331,.334,.163,86.9,7.6,32.5,5.7,860,28.5,94,2185,,,,,,,28.4,81,2385,34.1,93.7,2016,,,,9.1,90.2,1681,,,,
Archer, Chris,502042,2019,31,23,119.2,526,458,114,69,18,2,25,143,55,27.2,10.5,.249,.461,.329,.790,69,73,0,0,3,9,5.19,.249,.257,.473,.334,.344,.340,.215,89.4,14.4,40.7,10.5,2097,39.6,94.1,2264,35.6,88.7,2613,12.1,87.7,1642,2,82.3,2678,10.7,93.9,2239,,,,,,,,,,
Gibson, Kyle,502043,2019,32,34,160.0,706,637,175,118,30,4,23,160,56,22.7,7.9,.275,.443,.337,.780,86,99,0,1,13,7,4.84,.275,.269,.437,.333,.333,.334,.168,88.3,7.1,32.8,7.5,2764,18.2,93.4,2211,20.8,84.1,2469,16.2,85.3,1660,12.8,80.1,2482,32.1,93.2,2098,,,,,,,,,,
Britton, Zack,502154,2019,32,66,61.1,245,209,38,29,6,0,3,53,32,21.6,13.1,.182,.254,.290,.543,13,13,3,4,3,1,1.91,.182,.195,.296,.247,.273,.301,.101,87.8,-8.4,16.4,5,906,,,,13.9,80.6,2562,,,,,,,86.1,94.7,2002,,,,,,,,,,
Cobb, Alex,502171,2019,32,3,12.1,60,58,21,7,5,0,9,8,2,13.3,3.3,.362,.914,.383,1.297,15,16,0,0,0,2,10.95,.362,.410,.931,.517,.551,.430,.521,94.9,6.4,42,26,229,,,,,,,,,,17,82.5,2494,48,92.3,2075,,,,34.9,86.5,1538,,,,
Samardzija, Jeff,502188,2019,34,32,181.1,740,677,152,91,24,9,28,140,49,18.9,6.6,.225,.411,.280,.690,71,78,0,0,11,12,3.52,.225,.253,.465,.289,.326,.308,.213,89.5,16.9,34.5,8.3,3001,27.7,91.6,2571,18.1,84.6,2449,,,,2.5,76.3,2498,19.3,92.2,2480,24.9,88.8,2607,7.7,82.3,1451,,,,
Leake, Mike,502190,2019,32,32,197.0,835,793,227,138,45,3,41,127,27,15.2,3.2,.286,.506,.316,.822,94,114,0,0,12,11,4.29,.286,.293,.517,.341,.353,.324,.224,90.7,11.6,31.4,8.8,2968,14.4,88.6,2086,12.6,80.3,2506,20.7,84,1719,7.9,79.3,2572,18.3,88.3,2023,26.1,86.7,2232,,,,,,,
Boxberger, Brad,502202,2019,31,29,26.2,122,103,25,16,5,1,3,27,17,22.1,13.9,.243,.398,.352,.751,16,16,1,3,1,3,5.40,.243,.227,.363,.326,.316,.341,.136,85.9,15.3,35.1,7.8,487,48.9,90,2212,18.1,85.3,2242,33.1,78.2,1320,,,,,,,,,,,,,,,,
Cahill, Trevor,502239,2019,31,37,102.1,455,406,111,58,24,4,25,81,39,17.8,8.6,.273,.537,.343,.880,68,71,0,0,4,9,5.98,.273,.255,.442,.364,.330,.327,.187,88.8,9.1,27.7,7,1720,8.1,91.8,2220,,,,23.4,83.4,1566,21.8,79.4,2950,28.3,91.7,2207,18.4,85.8,2154,,,,,,,
Santiago, Hector,502327,2019,32,19,33.2,163,140,42,22,12,0,8,40,22,24.5,13.5,.300,.557,.393,.950,25,26,0,0,1,1,6.68,.300,.267,.524,.395,.374,.366,.257,89.2,21.2,40.6,14.9,713,59.3,91.8,2117,16.1,85,2051,19.8,83.9,2054,4.6,74.6,2003,0.1,92.5,2078,,,,,,,,,,
Miller, Justin,502522,2019,32,17,15.2,65,58,16,11,0,0,5,11,4,16.9,6.2,.276,.534,.338,.873,7,8,0,1,1,0,4.02,.276,.250,.505,.367,.346,.320,.255,89,25.8,29.2,12.5,275,63.6,92.1,2405,19.6,85.8,2648,1.1,88.3,2092,,,,15.6,92.4,2349,,,,,,,,,,
Anderson, Chase,502624,2019,32,32,139.0,592,526,126,68,29,6,23,124,50,20.9,8.4,.240,.449,.311,.759,65,67,0,0,8,4,4.21,.240,.236,.406,.320,.310,.312,.170,87.3,19.6,31.5,6.3,2300,43.4,93.3,2166,,,,24.2,82.7,2311,10.3,77.8,2171,7.4,93.3,2167,14.7,90.6,2382,,,,,,,
Holland, Derek,502706,2019,33,51,84.1,376,318,82,47,14,1,20,82,45,21.8,12.0,.258,.497,.348,.845,57,61,0,1,2,5,6.08,.258,.241,.496,.356,.354,.343,.255,91.1,14,31.4,12.2,1473,,,,29.6,81.1,2243,4.1,83.9,1864,4.3,77.7,2098,62.1,92.3,2386,,,,,,,,,,
Peacock, Brad,502748,2019,31,23,91.2,383,344,78,41,20,2,15,96,31,25.1,8.1,.227,.427,.298,.725,42,43,0,0,7,6,4.12,.227,.223,.409,.306,.304,.296,.186,90.1,14.3,30.7,8,1509,27.4,92.5,2296,28.6,81.3,2751,6,83.4,1970,6.9,78.6,2599,31.1,91.8,2230,,,,,,,,,,
Peralta, Wily,503449,2019,30,42,40.1,176,152,45,30,8,0,7,24,19,13.6,10.8,.296,.487,.375,.862,26,28,2,3,2,4,5.80,.296,.272,.517,.364,.369,.361,.244,90.3,12.1,29,11.5,646,54.6,94.3,1872,32.2,82.1,2200,12.7,84.8,1583,0.2,74.7,2095,0.3,95.1,1855,,,,,,,,,,
Nicasio, Juan,504379,2019,33,47,47.1,217,191,57,39,13,1,4,45,21,20.7,9.7,.298,.440,.369,.808,25,27,1,1,2,3,4.75,.298,.284,.443,.339,.345,.362,.159,89.4,9.7,36.9,8.7,832,41.9,93.8,2075,45.7,86.7,1934,0.2,84.7,1918,,,,12.1,93.1,2013,,,,,,,,,,
Darvish, Yu,506433,2019,33,31,178.2,731,657,140,80,23,4,33,229,56,31.3,7.7,.213,.411,.283,.694,79,82,0,0,6,8,3.98,.213,.223,.398,.294,.298,.294,.175,88.6,12.6,32.6,7.4,2846,26.8,94.1,2529,13.8,82.4,2725,0.4,83.8,1322,6.9,77.2,2624,11.7,93.4,2280,36.5,86.9,2651,3.8,88.6,1438,,,,
Herrera, Kelvin,516969,2019,30,57,51.1,235,208,60,41,10,1,8,53,23,22.6,9.8,.288,.462,.357,.819,35,36,1,2,3,3,6.14,.288,.261,.428,.339,.319,.335,.167,86.7,18,36.1,8.2,907,35.4,96.3,2229,12.7,81.7,2676,19.5,88.6,1781,,,,21.3,95.4,2192,11.1,91.3,2289,,,,,,,
Colome, Alex,517008,2019,31,62,61.0,249,220,42,23,10,2,7,55,23,22.1,9.2,.191,.350,.265,.615,19,28,30,3,4,5,2.80,.191,.238,.426,.261,.319,.314,.188,91.2,10.3,32.4,8.2,966,29.1,94.4,2127,,,,2.9,91.2,2138,,,,,,,68,90.3,2149,,,,,,,
Alexander, Scott,518397,2019,30,28,17.1,76,68,17,11,3,1,2,9,7,11.8,9.2,.250,.412,.329,.741,7,7,0,0,3,2,3.63,.250,.303,.457,.308,.353,.376,.154,90.3,-2.1,30.5,5.1,278,,,,7.9,84.2,2311,3.2,87,1650,,,,88.8,92.8,2271,,,,,,,,,,
Bettis, Chad,518452,2019,30,39,63.2,287,259,78,49,17,2,10,42,21,14.6,7.3,.301,.498,.362,.860,43,47,1,2,1,6,6.08,.301,.267,.416,.361,.323,.334,.150,90,2.6,26.5,5.5,1030,35.8,93,2037,,,,32.2,87,1370,12,77.3,2539,2.5,93.1,2023,17.4,88.7,2292,,,,,,,
Brasier, Ryan,518489,2019,32,62,55.2,241,214,51,32,10,0,9,61,21,25.3,8.7,.238,.411,.311,.722,30,33,7,4,2,4,4.85,.238,.242,.436,.306,.321,.317,.195,89,16.7,36.5,9,943,55.2,96.1,2359,31.8,85.2,2481,9,87.4,1566,,,,3.9,96.1,2326,,,,,,,,,,
Bumgarner, Madison,518516,2019,30,34,207.2,844,780,191,115,41,5,30,203,43,24.1,5.1,.245,.426,.289,.715,90,99,0,0,9,9,3.90,.245,.254,.458,.300,.320,.300,.205,90.4,18.3,35.9,9,3239,42.9,91.4,2405,,,,5.4,84.2,1641,18.3,78.8,2645,0.1,92.2,2400,33.3,87.2,2488,,,,,,,
Cishek, Steve,518553,2019,33,70,64.0,267,229,48,35,6,0,7,57,29,21.3,10.9,.210,.328,.315,.642,21,22,7,4,4,6,2.95,.210,.228,.366,.284,.313,.334,.138,84.8,11.4,29.3,5.7,1109,17,90.5,2409,40,78.9,2282,0.8,83.9,1975,,,,42.1,90.5,2372,,,,,,,,,,
Cole, Taylor,518566,2019,30,38,51.2,231,203,58,40,15,1,2,50,24,21.6,10.4,.286,.399,.364,.763,34,35,0,0,3,4,5.92,.286,.277,.377,.325,.319,.357,.099,86.8,7.1,35.5,3.2,911,37.2,93.2,2282,21.7,87.4,2395,31.8,86.9,1956,4.8,82.2,2535,,,,4.4,92.5,2271,,,,,,,
Diekman, Jake,518617,2019,32,76,62.0,282,228,49,33,12,1,3,84,39,29.8,13.8,.215,.316,.351,.667,32,34,0,2,1,7,4.65,.215,.197,.291,.303,.294,.340,.094,87.9,9.3,33.8,4.1,1145,48.3,95.8,2212,46.2,85,2814,0.3,90,1609,,,,5.2,95.5,2094,,,,,,,,,,
Duffy, Danny,518633,2019,31,23,130.2,555,498,125,75,28,1,21,115,46,20.7,8.3,.251,.438,.323,.760,63,69,0,0,7,6,4.34,.251,.260,.468,.323,.341,.332,.208,89.3,16.4,33.4,7.5,2161,44.2,92.3,2242,26.3,84,2310,11.5,83.8,2295,9,76.1,2346,8.9,92.1,2181,,,,,,,,,,
Gearrin, Cory,518715,2019,33,66,55.1,241,211,55,41,7,2,5,47,25,19.5,10.4,.261,.384,.349,.732,25,25,0,0,1,3,4.07,.261,.255,.404,.318,.328,.346,.148,88.6,8.3,38.2,5.5,903,8.4,91,2311,40.3,85.2,2826,15,85.3,2225,,,,36.3,91.3,2276,,,,,,,,,,
Harvey, Matt,518774,2019,30,12,59.2,266,229,63,33,15,2,13,39,29,14.7,10.9,.275,.528,.357,.886,47,48,0,0,3,5,7.09,.275,.281,.503,.368,.369,.366,.222,90.7,12.5,31.8,7.7,942,47,93.2,2171,28,87.2,2413,10.3,85.7,1774,14.3,81.4,2516,0.3,94.5,2170,,,,,,,,,,
Holland, Greg,518813,2019,34,40,35.2,152,126,25,14,6,0,5,41,24,27.0,15.8,.198,.365,.322,.687,18,18,17,5,1,2,4.54,.198,.196,.353,.296,.296,.322,.157,89.4,10.3,31,5.7,598,47.2,91.6,2243,43.5,84.3,2070,0.2,83.8,1695,9.2,77.5,2297,,,,,,,,,,,,,
Kelley, Shawn,518875,2019,35,50,47.1,205,189,55,31,11,1,12,43,11,21.0,5.4,.291,.550,.332,.882,26,27,11,4,5,2,4.94,.291,.281,.551,.362,.363,.327,.270,88.3,19.3,42.3,11.4,768,39.7,91.9,2396,60.2,82.4,2431,0.1,83.3,2488,,,,,,,,,,,,,,,,
Kelly, Merrill,518876,2019,31,32,183.1,777,709,184,113,38,4,29,158,57,20.3,7.3,.260,.447,.313,.760,90,95,0,0,13,14,4.42,.260,.271,.493,.318,.344,.326,.222,89.9,12.4,33.2,9.5,2962,37.3,92,2411,,,,13.4,86,2109,21.3,80.6,2683,9.7,91.5,2313,18.2,89.9,2433,,,,,,,
Kimbrel, Craig,518886,2019,31,23,20.2,96,81,21,7,5,0,9,30,12,31.3,12.5,.259,.654,.365,1.019,15,15,13,3,0,4,6.53,.259,.257,.561,.410,.386,.365,.304,92.6,15.6,48.1,19.2,377,66.6,96.2,2323,,,,,,,33.4,85.9,2533,,,,,,,,,,,,,
McFarland, T.J.,519008,2019,30,51,56.0,250,225,71,50,13,2,6,35,20,14.0,8.0,.316,.471,.368,.839,30,35,0,0,0,0,4.82,.316,.301,.475,.350,.350,.358,.175,88.4,-0.1,30.4,6.2,894,0.4,89.2,1859,15.5,80.9,2252,16,82,1731,,,,68,89.4,1915,,,,,,,,,,
Nelson, Jimmy,519076,2019,30,10,22.0,105,86,25,14,4,3,4,26,17,24.8,16.2,.291,.547,.419,.966,17,18,0,0,0,2,6.95,.291,.286,.491,.403,.389,.415,.205,87.1,11.9,46.7,8.3,407,23.8,92.3,2452,27,85.5,2794,0.7,87.2,1431,20.1,82.8,2770,28.3,93,2318,,,,,,,,,,
Otero, Dan,519096,2019,34,25,29.2,131,127,42,29,7,0,6,16,3,12.2,2.3,.331,.528,.351,.879,16,17,0,0,0,0,4.85,.331,.296,.504,.368,.347,.317,.208,89.2,4.2,33.3,8.1,416,12,88.6,2097,13.9,78.9,2135,18.8,82.2,1359,,,,55.3,89.1,2012,,,,,,,,,,
Pomeranz, Drew,519141,2019,31,46,104.0,455,403,105,67,14,3,21,137,44,30.1,9.7,.261,.467,.336,.803,56,58,2,0,2,10,4.85,.261,.226,.410,.340,.312,.310,.183,89.7,14.6,35.9,8.9,1942,52.6,92.8,2436,,,,1.6,85.6,1967,31.9,81.2,2283,8,91.3,2358,5.8,88,2354,,,,,,,
Porcello, Rick,519144,2019,31,32,174.1,768,712,198,119,43,5,31,143,45,18.6,5.9,.278,.483,.324,.807,107,114,0,0,14,12,5.52,.278,.259,.473,.338,.328,.308,.215,88.4,15.7,34,9.4,2927,31.4,91,2434,18.3,84.3,2555,11.9,80.8,1600,12.7,74.9,2810,25.6,89.6,2290,,,,,,,,,,
Pressly, Ryan,519151,2019,31,55,54.1,211,197,37,25,6,0,6,72,12,34.1,5.7,.188,.310,.232,.542,14,15,3,5,2,3,2.32,.188,.197,.320,.233,.243,.242,.123,86.6,6.8,31,6.3,803,35.7,95.5,2571,29,90.2,2740,,,,35.2,83,3305,,,,,,,,,,,,,
Ramirez, Neil,519166,2019,30,22,25.0,112,95,26,13,6,0,7,24,15,21.4,13.4,.274,.558,.366,.924,15,16,0,0,0,1,5.40,.274,.251,.509,.380,.358,.347,.258,88.2,28.1,31.5,9.6,461,55.7,94.4,2425,31,84.6,2364,,,,13.2,79.4,2731,,,,,,,,,,,,,
Sale, Chris,519242,2019,30,25,147.1,612,556,123,67,30,2,24,218,37,35.6,6.0,.221,.412,.283,.695,72,80,0,0,6,11,4.40,.221,.213,.380,.294,.284,.277,.168,88.5,12.9,34.9,8.1,2465,35.8,93.4,2383,38.4,79,2492,15.6,85.2,1965,,,,10.2,92.2,2293,,,,,,,,,,
Smith, Will,519293,2019,30,63,65.1,257,235,46,30,4,2,10,96,21,37.4,8.2,.196,.357,.261,.618,20,20,34,4,6,0,2.76,.196,.207,.352,.261,.268,.272,.145,89.6,13.9,33.6,6.4,1043,46.9,92.6,2219,42.3,81.6,2333,1.8,87,1837,9,77.1,2022,,,,,,,,,,,,,
Strickland, Hunter,519326,2019,31,28,24.1,105,93,22,10,6,0,6,18,8,17.1,7.6,.237,.495,.314,.809,15,15,2,1,2,1,5.55,.237,.248,.480,.336,.340,.325,.232,87.8,18.4,32.9,9.2,369,54.5,95.9,2352,29.8,83.6,2776,4.1,89.4,1831,,,,11.1,95.4,2335,0.5,91.1,2539,,,,,,,
Walden, Marcus,519393,2019,31,70,78.0,327,287,61,37,17,1,6,76,32,23.2,9.8,.213,.341,.300,.641,33,38,2,4,9,2,3.81,.213,.229,.348,.280,.296,.317,.119,89.3,7.6,29.4,3.3,1236,19.7,94.1,2227,37.1,85.6,2378,,,,,,,17.5,94,2095,25.7,91.7,2276,,,,,,,
Workman, Brandon,519443,2019,31,73,71.2,286,235,29,21,7,0,1,104,45,36.4,15.7,.123,.166,.266,.432,15,18,16,6,10,1,1.88,.123,.171,.230,.208,.254,.308,.059,88.1,9.5,31.9,0.7,1229,33.9,92.9,2127,,,,,,,46.9,80.6,2607,,,,19.2,87,2196,,,,,,,
Zimmermann, Jordan,519455,2019,33,23,112.0,504,466,145,90,29,7,19,82,25,16.3,5.0,.311,.526,.349,.875,86,89,0,0,1,13,6.91,.311,.296,.520,.363,.362,.338,.225,90.3,12.6,37.9,9.5,1866,34.4,90.5,2284,31.6,85.8,2288,2.1,87.1,1708,19.5,80.2,2372,12.4,90.3,2201,,,,,,,,,,
Baez, Pedro,520980,2019,31,71,69.2,276,247,43,28,8,1,6,69,23,25.0,8.3,.174,.287,.254,.541,24,30,1,6,7,2,3.10,.174,.180,.298,.239,.247,.261,.117,87.5,21.6,27.8,2.8,1091,50.6,95.8,2328,17.2,86.3,1740,31.9,86.2,1999,,,,0.3,96,2307,,,,,,,,,,
Hendriks, Liam,521230,2019,30,75,85.0,332,304,61,39,16,1,5,124,21,37.3,6.3,.201,.309,.253,.562,17,18,25,7,4,4,1.80,.201,.180,.294,.237,.224,.235,.114,89.8,21.1,33.5,5.9,1300,69.4,96.5,2381,21.5,88.5,2156,,,,7.8,84.4,2122,1.2,93.7,2160,,,,,,,,,,
Font, Wilmer,521655,2019,29,48,84.1,356,322,78,34,26,1,17,95,29,26.7,8.1,.242,.488,.309,.797,42,42,0,1,4,5,4.48,.242,.222,.413,.330,.301,.294,.191,89.2,18,31.9,9.6,1523,47.1,94.4,2370,13.4,84.1,2259,,,,19,76.4,2492,11.1,93.7,2270,,,,9.3,84.7,1333,,,,
Kelly, Joe,523260,2019,31,55,51.1,226,201,49,33,10,0,6,62,22,27.4,9.7,.244,.383,.327,.711,26,31,1,5,5,4,4.56,.244,.208,.331,.306,.277,.296,.123,88.9,0.7,25.9,5,881,28,97.5,2155,,,,12.6,87.6,2073,36.5,87.2,3103,22.8,98.3,2121,,,,,,,,,,
Perez, Martin,527048,2019,28,32,165.1,737,659,184,125,36,0,23,135,67,18.3,9.1,.279,.439,.345,.783,94,104,0,0,10,7,5.12,.279,.244,.384,.334,.305,.315,.140,86.2,9.5,33.8,5.3,2771,17.5,94.2,2131,,,,22.2,85.3,1795,4.7,79.2,2637,24.8,93.9,2051,30.8,88.5,2307,,,,,,,
Teheran, Julio,527054,2019,28,33,174.2,754,645,148,91,33,2,22,162,83,21.5,11.0,.229,.389,.325,.714,74,81,0,0,10,11,3.81,.229,.240,.415,.310,.327,.338,.175,89,15.5,31.2,6.9,3034,41.7,89.7,2400,21,82.2,2603,8.2,83.6,1704,6.5,74.8,2762,22.7,89.3,2264,,,,,,,,,,
Osuna, Roberto,532077,2019,24,66,65.0,253,237,45,31,5,1,8,73,12,28.9,4.7,.190,.321,.233,.554,19,20,38,6,4,3,2.63,.190,.207,.348,.237,.258,.250,.141,86.2,14.2,36.7,6,945,46.1,96.7,2489,19.6,88.2,2495,18.5,84.4,1875,0.2,83.1,2565,2.6,95.7,2356,12.9,91.9,2502,,,,,,,
Shoemaker, Matt,533167,2019,33,5,28.2,108,98,16,9,3,1,3,24,9,22.2,8.3,.163,.306,.241,.547,5,7,0,0,3,0,1.57,.163,.250,.489,.238,.342,.319,.239,89.2,12.9,27,10.8,418,17.2,90.3,2197,17.7,81.7,2036,,,,2.4,76.4,2005,30.1,90.5,2066,,,,32.5,84.3,1167,,,,
Cisnero, Jose,542585,2019,30,35,35.1,162,136,35,21,7,2,5,40,19,24.7,11.7,.257,.449,.352,.800,17,21,0,2,0,4,4.33,.257,.219,.359,.336,.298,.327,.140,87.7,17.5,34,6,646,51.2,96.4,2428,30.5,86.6,2511,8.7,90.6,1764,,,,9.6,95.9,2312,,,,,,,,,,
Adams, Austin,542866,2019,33,15,16.2,80,66,18,9,5,0,4,14,13,17.5,16.3,.273,.530,.388,.918,13,13,0,0,0,0,7.02,.273,.251,.523,.379,.380,.378,.272,92.4,17.2,32.1,9.4,287,54.7,96.2,2200,39,86.7,2504,6.3,89.8,1963,,,,,,,,,,,,,,,,
Anderson, Tyler,542881,2019,30,5,20.2,106,91,33,16,8,1,8,23,11,21.7,10.4,.363,.736,.415,1.151,27,27,0,0,0,3,11.76,.363,.316,.618,.464,.419,.385,.302,88.9,11.6,43.1,13.9,428,46.5,91.2,2333,,,,25.9,79.9,2050,6.5,73.4,2377,1.6,91.4,2268,19.4,87,2548,,,,,,,
Andriese, Matt,542882,2019,30,54,70.2,310,275,72,45,17,2,8,79,27,25.5,8.7,.262,.425,.329,.754,37,37,1,3,5,5,4.71,.262,.225,.380,.317,.290,.299,.154,89.1,7.6,33.5,6.5,1204,49.6,92.5,2337,1.1,85,2460,37,86,2223,11.5,80.9,2671,0.7,92.3,2180,,,,,,,,,,
Armstrong, Shawn,542888,2019,29,55,58.0,271,234,66,44,13,1,8,63,29,23.2,10.7,.282,.449,.365,.814,37,38,4,5,1,1,5.74,.282,.254,.449,.347,.343,.345,.195,88.1,21.1,38.9,9.1,1132,59.7,93.4,2521,12.5,83,2863,,,,,,,,,,27.8,89.9,2597,,,,,,,
Bass, Anthony,542914,2019,32,44,48.0,189,168,30,20,4,1,5,43,17,22.8,9.0,.179,.304,.254,.558,19,20,5,5,2,4,3.56,.179,.244,.385,.241,.311,.321,.140,88,5.9,27.3,4.7,714,4.5,95.3,2057,33.2,87.3,2294,,,,,,,48.2,95.3,2047,,,,14.1,86.6,1229,,,,
Bleier, Richard,542947,2019,32,53,55.1,235,220,65,39,19,1,6,30,8,12.8,3.4,.295,.473,.328,.800,33,34,4,1,3,0,5.37,.295,.251,.380,.333,.286,.289,.128,89,1.9,28.5,3.1,760,0.4,85.8,1909,6.3,79.7,1970,4.7,81.4,1590,,,,64.1,89,1943,24.5,87.5,1949,,,,,,,
Boshers, Buddy,542953,2019,31,28,20.0,91,79,20,12,5,0,3,26,10,28.6,11.0,.253,.430,.341,.771,9,10,0,0,0,3,4.05,.253,.205,.317,.333,.278,.302,.111,88.8,15.9,22.2,5.6,384,,,,,,,6.8,84.4,1579,53.6,80.4,2632,39.6,92.6,2094,,,,,,,,,,
Brach, Brad,542960,2019,33,58,54.1,242,205,57,42,8,3,4,60,31,24.8,12.8,.278,.405,.368,.773,33,33,0,3,5,4,5.47,.278,.252,.371,.332,.316,.349,.119,88.7,15,30.7,4,997,47.6,94.1,2210,19.4,85.4,2509,18.9,86.6,1871,,,,6.2,92.5,2117,7.9,91,2390,,,,,,,
