last_name, first_name,player_id,year,player_age,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,r_total_stolen_base,b_game,b_hit_by_pitch,r_run,r_stolen_base_2b,r_stolen_base_3b,r_stolen_base_pct,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,sprint_speed,
Lowe, Nathaniel,663993,2021,26,557,642,147,102,24,3,18,162,80,25.2,12.5,.264,.415,.357,.771,72,8,157,2,75,8,0,,.236,.400,.337,.323,.333,.164,90.8,5,31.4,9.5,54.5,23.4,20.9,1.3,27.3,
Happ, Ian,664023,2021,27,465,535,105,59,20,1,25,156,62,29.2,11.6,.226,.434,.321,.756,66,9,148,5,63,8,1,,.220,.399,.328,.318,.319,.179,89.5,9.9,31.1,11.2,47.1,28.2,20.2,4.5,27.7,
France, Ty,664034,2021,27,571,650,166,115,32,1,18,106,46,16.3,7.1,.291,.445,.368,.813,73,0,152,27,85,0,0,,.269,.434,.353,.346,.352,.165,88.5,11,35.9,6.8,46.7,21.2,26.5,5.5,25.3,
Lowe, Brandon,664040,2021,27,535,615,132,62,31,0,39,167,68,27.2,11.1,.247,.523,.340,.863,99,7,149,9,97,7,0,,.249,.498,.363,.359,.343,.249,89.3,16.9,37.2,14,34.8,32.9,24.8,7.5,27.6,
Fletcher, David,664058,2021,27,626,665,164,132,27,3,2,60,31,9.0,4.7,.262,.324,.295,.619,47,15,157,1,74,11,4,,.271,.319,.273,.279,.306,.048,82.3,8.4,30.4,0,49.4,16.2,27.1,7.3,27.7,
Straw, Myles,664702,2021,27,564,638,153,119,29,1,4,121,67,19.0,10.5,.271,.348,.348,.695,48,30,158,2,86,25,5,,.260,.337,.311,.306,.339,.077,87.1,11.9,42.4,1.3,41.1,24.6,31.5,2.9,29.3,
Walsh, Jared,665120,2021,28,530,585,147,83,34,1,29,152,48,26.0,8.2,.277,.509,.340,.850,98,2,144,4,70,2,0,,.255,.431,.357,.324,.321,.176,89.6,7.8,33.6,11.3,49.6,19.7,24.9,5.8,27.0,
Tatis Jr., Fernando,665487,2021,22,478,546,135,62,31,0,42,153,62,28.0,11.4,.282,.611,.364,.975,97,25,130,2,99,21,4,,.278,.610,.403,.405,.362,.332,93.9,13.8,33.1,21.3,41,29.8,21.6,7.6,29.3,
Guerrero Jr., Vladimir,665489,2021,22,604,698,188,110,29,1,48,110,86,15.8,12.3,.311,.601,.401,1.002,111,4,161,6,123,3,1,,.305,.586,.419,.415,.397,.281,95.1,9.4,33.7,15.1,45.6,25.2,24.4,4.8,26.8,
Soto, Juan,665742,2021,23,502,654,157,106,20,2,29,93,145,14.2,22.2,.313,.534,.465,.999,95,9,151,2,111,9,0,,.304,.543,.420,.428,.462,.239,93,5.8,29.7,13.3,52.9,20.8,22.5,3.9,27.0,
Chisholm Jr., Jazz,665862,2021,23,464,507,115,73,20,4,18,145,34,28.6,6.7,.248,.425,.302,.726,53,23,124,4,70,18,5,,.238,.408,.312,.307,.295,.170,90.2,9,29,9,49.4,24.4,21.9,4.3,29.1,
Bichette, Bo,666182,2021,23,640,690,191,131,30,1,29,137,40,19.9,5.8,.298,.484,.343,.828,102,25,159,6,121,21,4,,.291,.488,.354,.354,.336,.197,91.4,7.3,33.5,9.9,49.3,22.3,23.9,4.5,28.0,
Carlson, Dylan,666185,2021,23,542,619,144,91,31,4,18,152,57,24.6,9.2,.266,.437,.342,.780,65,2,149,11,79,2,0,,.246,.404,.336,.320,.327,.158,88.2,15.1,40.6,7,40.1,31.1,24.3,4.3,28.0,
Garcia, Adolis,666969,2021,28,581,622,141,82,26,2,31,194,32,31.2,5.1,.243,.454,.286,.741,90,16,149,5,77,13,1,,.223,.425,.314,.302,.271,.202,91,14.7,29.4,11.5,43,30.7,19.7,6.6,28.4,
Gurriel Jr., Lourdes,666971,2021,28,500,541,138,87,28,2,21,102,32,18.9,5.9,.276,.466,.318,.784,84,1,141,2,62,1,0,,.270,.458,.333,.336,.316,.188,89.7,10.5,35.8,9.6,45.4,25.2,24.4,4.9,26.6,
Arozarena, Randy,668227,2021,26,529,604,145,90,32,3,20,170,56,28.1,9.3,.274,.459,.356,.815,69,20,141,14,94,18,2,,.220,.366,.350,.302,.311,.146,89.9,7.6,29.7,8.2,49.2,20.6,22.8,7.4,28.8,
Reynolds, Bryan,668804,2021,26,559,646,169,102,35,8,24,119,75,18.4,11.6,.302,.522,.390,.912,90,5,159,8,93,4,1,,.293,.521,.385,.385,.383,.228,89.4,13.4,39.9,10.4,39.9,28.6,26.8,4.5,28.7,
Rojas, Josh,668942,2021,27,484,550,128,82,32,3,11,137,58,24.9,10.5,.264,.411,.338,.749,44,9,139,0,69,9,0,,.236,.356,.327,.299,.317,.120,88.2,8.4,40.7,4.8,49.6,20.8,27.6,2,27.6,
Edman, Tommy,669242,2021,26,641,691,168,113,41,3,11,95,38,13.7,5.5,.262,.387,.307,.694,56,30,159,6,91,28,2,,.274,.404,.301,.318,.321,.130,87.6,9.5,31.7,4.3,46.9,23.7,24.5,4.9,28.9,
Solak, Nick,669256,2021,26,458,511,111,80,18,2,11,107,34,20.9,6.7,.242,.362,.313,.676,49,7,127,15,57,6,1,,.237,.360,.299,.298,.309,.123,86.9,7,29.3,6.5,54.6,19.7,20,5.6,29.0,
Hays, Austin,669720,2021,26,488,529,125,73,26,4,22,107,28,20.2,5.3,.256,.461,.306,.767,71,4,131,9,73,4,0,,.245,.432,.328,.316,.298,.187,88.8,12.5,32.2,9.1,43.4,26.8,22.6,7.3,27.4,
Lopez, Nicky,670032,2021,26,497,565,149,120,21,6,2,74,49,13.1,8.7,.300,.378,.358,.736,43,22,151,4,78,16,6,,.239,.304,.329,.282,.312,.065,86.8,2.8,27.6,0.7,58,16.9,22.1,3,28.2,
Alvarez, Yordan,670541,2021,24,537,598,149,80,35,1,33,145,50,24.2,8.4,.277,.531,.346,.877,104,1,144,8,92,1,0,,.280,.568,.370,.389,.351,.288,93.2,14.1,37.2,15.9,38,30.1,27.6,4.3,26.3,
